,Movie Name,Year of Release,Runtime,Genre,Movie Rating,Metascore of Movie,Votes,Gross,Description
723,The Chaser,2008,125 ,"Action, Crime, Drama",7.8,64,69229,,A disgraced ex-policeman who runs a small ring of prostitutes finds himself in a race against time when one of his women goes missing.
724,Z,1969,127 ,"Crime, Drama, Thriller",8.2,86,29995,$0.08M,The public murder of a prominent politician and doctor amid a violent demonstration is covered up by military and government officials. A tenacious magistrate is determined not to let them get away with it.
725,The Cabinet of Dr. Caligari,1920,67 ,"Horror, Mystery, Thriller",8.0,0,66658,,"Hypnotist Dr. Caligari uses a somnambulist, Cesare, to commit murders."
726,The Legend of 1900,1998,169 ,"Drama, Music, Romance",8.0,58,66667,$0.26M,"A baby boy discovered on an ocean liner in 1900 grows into a musical prodigy, never setting foot on land."
727,Modern Times,1936,87 ,"Comedy, Drama, Romance",8.5,96,248470,$0.16M,The Tramp struggles to live in modern industrial society with the help of a young homeless woman.
728,Porco Rosso,1992,94 ,"Animation, Adventure, Comedy",7.7,83,94300,,"In 1930s Italy, a veteran World War I pilot is cursed to look like an anthropomorphic pig."
729,Fitzcarraldo,1982,158 ,"Adventure, Drama",8.0,0,36478,,"The story of Brian Sweeney Fitzgerald, an extremely determined man who intends to build an opera house in the middle of a jungle."
730,Amour,2012,127 ,Drama,7.9,95,102959,$6.74M,"Georges and Anne are an octogenarian couple. They are cultivated, retired music teachers. Their daughter, also a musician, lives in Britain with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested."
731,The Philadelphia Story,1940,112 ,"Comedy, Romance",7.9,96,71495,,"When a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself."
732,Breathless,1960,90 ,"Crime, Drama",7.7,0,84718,$0.34M,"A small-time thief steals a car and impulsively murders a motorcycle policeman. Wanted by the authorities, he reunites with a hip American journalism student and attempts to persuade her to run away with him to Italy."
733,Ninja Scroll,1993,94 ,"Animation, Action, Adventure",7.8,0,38900,,A vagabond swordsman is aided by a kunoichi and a spy in battling a demonic clan of killers - led by a ghost from his past - who are bent on overthrowing the Tokugawa Shogunate.
734,Beasts of No Nation,2015,137 ,"Drama, War",7.7,79,84031,$0.08M,"A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country."
735,Three Colors: Red,1994,99 ,"Drama, Mystery, Romance",8.1,100,106370,$4.04M,A model discovers a retired judge is keen on invading people's privacy.
736,A Taxi Driver,2017,137 ,"Action, Drama, History",7.9,69,27453,$1.53M,"A widowed father and taxi driver who drives a German reporter from Seoul to Gwangju to cover the 1980 uprising, soon finds himself regretting his decision after being caught in the violence around him."
737,Waking Life,2001,99 ,"Animation, Drama, Fantasy",7.7,83,65594,$2.89M,A man shuffles through a dream meeting various people and discussing the meanings and purposes of the universe.
738,Drishyam,2015,163 ,"Crime, Drama, Mystery",8.2,0,88595,$0.74M,"Desperate measures are taken by a man who tries to save his family from the dark side of the law, after they commit an unexpected crime."
739,Short Cuts,1993,188 ,"Comedy, Drama",7.7,81,46154,$6.11M,The day-to-day lives of several suburban Los Angeles residents.
740,Invasion of the Body Snatchers,1956,80 ,"Drama, Horror, Sci-Fi",7.7,92,52209,,A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.
741,The Little Prince,2015,108 ,"Animation, Adventure, Drama",7.7,70,64237,$1.34M,"A little girl lives in a very grown-up world with her mother, who tries to prepare her for it. Her neighbor, the Aviator, introduces the girl to an extraordinary world where anything is possible, the world of the Little Prince."
742,The 400 Blows,1959,99 ,"Crime, Drama",8.1,0,122215,#243,"A young boy, left without attention, delves into a life of petty crime."
743,Mildred Pierce,1945,111 ,"Crime, Drama, Film-Noir",7.9,88,27385,,A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.
744,Strangers on a Train,1951,101 ,"Crime, Drama, Film-Noir",7.9,88,136943,$7.63M,A psychopath forces a tennis star to comply with his theory that two strangers can get away with murder.
745,The Taking of Pelham One Two Three,1974,104 ,"Action, Crime, Thriller",7.6,68,32964,$2.49M,"Four armed men hijack a New York City subway car and demand a ransom for the passengers. The city's police are faced with a conundrum: Even if it's paid, how could they get away?"
746,Cape Fear,1962,106 ,"Drama, Thriller",7.7,76,30403,,A lawyer's family is stalked by a man he once helped put in jail.
747,Inherit the Wind,1960,128 ,"Biography, Drama, History",8.1,75,31454,,"Based on a real-life case in 1925, two great lawyers argue the case for and against a Tennessee science teacher accused of the crime of teaching evolution."
748,The Adventures of Robin Hood,1938,102 ,"Action, Adventure, Romance",7.9,97,52843,$3.98M,"When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence in 1190s England, a Saxon lord fights back as the outlaw leader of a resistance movement."
749,Wild Strawberries,1957,91 ,"Drama, Romance",8.1,88,110057,#190,"After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence."
750,The Hustler,1961,134 ,"Drama, Sport",8.0,90,84212,$8.28M,An up-and-coming pool player plays a long-time champion in a single high-stakes match.
751,Dersu Uzala,1975,142 ,"Adventure, Biography, Drama",8.2,0,31914,,The Russian army sends an explorer on an expedition to the snowy Siberian wilderness where he makes friends with a seasoned local hunter.
752,Key Largo,1948,100 ,"Action, Crime, Drama",7.7,0,42574,,"A man visits his war buddy's family hotel and finds a gangster running things. As a hurricane approaches, the two end up confronting each other."
753,City Lights,1931,87 ,"Comedy, Drama, Romance",8.5,99,188646,$0.02M,"With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically."
754,Land of Mine,2015,100 ,"Drama, History, War",7.8,75,43293,$0.44M,"In post-World War II Denmark, a group of young German POWs are forced to clear a beach of thousands of land mines under the watch of a Danish Sergeant who slowly learns to appreciate their plight."
755,Short Term 12,2013,96 ,Drama,7.9,82,89607,$1.01M,A 20-something supervising staff member of a residential treatment facility navigates the troubled waters of that world alongside her co-worker and longtime boyfriend.
756,The Double Life of Véronique,1991,98 ,"Drama, Fantasy, Music",7.7,86,50793,$2.00M,"Two parallel stories about two identical women; one living in Poland, the other in France. They don't know each other, but their lives are nevertheless profoundly connected."
757,Bicycle Thieves,1948,89 ,Drama,8.3,0,167662,$0.33M,"In post-war Italy, a working-class man's bicycle is stolen, endangering his efforts to find work. He and his son set out to find it."
758,Batman: Mask of the Phantasm,1993,76 ,"Animation, Action, Adventure",7.8,65,53558,$5.62M,Batman is wrongly implicated in a series of murders of mob bosses actually done by a new vigilante assassin.
759,Nobody Knows,2004,141 ,Drama,8.0,88,29423,$0.68M,"In a small Tokyo apartment, twelve-year-old Akira must care for his younger siblings after their mother leaves them and shows no sign of returning."
760,Stalag 17,1953,120 ,"Comedy, Drama, War",8.0,84,57111,,"After two Americans are killed while escaping from a German P.O.W. camp in World War II, the barracks black marketeer, J.J. Sefton, is suspected of being an informer."
761,Open Your Eyes,1997,119 ,"Drama, Mystery, Sci-Fi",7.7,0,71165,$0.37M,"A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured."
762,Night on Earth,1991,129 ,"Comedy, Drama",7.7,68,62933,$2.02M,An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.
763,Good Bye Lenin!,2003,121 ,"Comedy, Drama, Romance",7.7,68,149283,$4.06M,"In 1990, to protect his fragile mother from a fatal shock after a long coma, a young man must keep her from learning that her beloved nation of East Germany as she knew it has disappeared."
764,The World's Fastest Indian,2005,127 ,"Biography, Drama, Sport",7.8,68,56516,$5.13M,"The story of New Zealander Burt Munro, who spent years rebuilding a 1920 Indian motorcycle, which helped him set the land speed world record at Utah's Bonneville Salt Flats in 1967."
765,Zindagi Na Milegi Dobara,2011,155 ,"Comedy, Drama, Musical",8.2,0,81464,$3.11M,Three friends decide to turn their fantasy vacation into reality after one of their friends gets engaged.
766,Arsenic and Old Lace,1944,118 ,"Comedy, Crime, Thriller",7.9,0,72756,,A Brooklyn writer of books on the futility of marriage risks his reputation when he decides to tie the knot. Things get even more complicated when he learns on his wedding day that his beloved maiden aunts are habitual murderers.
767,Underground,1995,167 ,"Comedy, Drama, Fantasy",8.1,79,59639,$0.17M,"A group of Serbian socialists prepares for the war in a surreal underground filled by parties, tragedies, love, and hate."
768,A Man for All Seasons,1966,120 ,"Biography, Drama, History",7.7,72,35896,$28.35M,"The story of Sir Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarry."
769,The White Ribbon,2009,144 ,"Drama, Mystery, Thriller",7.8,84,75475,$2.22M,"Strange events happen in a small village in the north of Germany during the years before World War I, which seem to be ritual punishment. Who is responsible?"
770,Frankenstein,1931,70 ,"Drama, Horror, Sci-Fi",7.8,91,75687,,Dr. Frankenstein dares to tamper with life and death by creating a human monster out of lifeless body parts.
771,Uri: The Surgical Strike,2019,138 ,"Action, Drama, History",8.2,0,67422,$4.19M,"Indian army special forces execute a covert operation, avenging the killing of fellow army men at their base by a terrorist group."
772,"Aguirre, the Wrath of God",1972,95 ,"Action, Adventure, Biography",7.8,0,59151,,"In the 16th century, the ruthless and insane Don Lope de Aguirre leads a Spanish expedition in search of El Dorado."
773,The Leopard,1963,186 ,"Drama, History",8.0,100,27346,,"The Prince of Salina, a noble aristocrat of impeccable integrity, tries to preserve his family and class amid the tumultuous social upheavals of 1860s Sicily."
774,Shadow of a Doubt,1943,108 ,"Film-Noir, Thriller",7.8,94,67779,,"A teenage girl, overjoyed when her favorite uncle comes to visit the family in their quiet California town, slowly begins to suspect that he is in fact the ""Merry Widow"" killer sought by the authorities."
775,When Marnie Was There,2014,103 ,"Animation, Drama, Family",7.7,72,43680,$0.77M,"Due to 12 y.o. Anna's asthma, she's sent to stay with relatives of her guardian in the Japanese countryside. She likes to be alone, sketching. She befriends Marnie. Who is the mysterious, blonde Marnie."
776,Tokyo Story,1953,136 ,Drama,8.2,100,64137,#209,"An old couple visit their children and grandchildren in the city, but receive little attention."
777,Raatchasan,2018,170 ,"Action, Crime, Drama",8.3,0,46981,,A sub-inspector sets out in pursuit of a mysterious serial killer who targets teen school girls and murders them brutally.
778,Fanny and Alexander,1982,188 ,Drama,8.1,100,65451,$4.97M,"Two young Swedish children in the 1900s experience the many comedies and tragedies of their lively and affectionate theatrical family, the Ekdahls."
779,Perfect Strangers,2016,96 ,"Comedy, Drama",7.7,0,68116,,"Seven long-time friends meet for dinner. They decide to share their text messages, emails and phone calls. Secrets are unveiled. Harmony trembles."
780,The Innocents,1961,100 ,Horror,7.8,88,31652,$2.62M,A young governess for two children becomes convinced that the house and grounds are haunted.
781,Philomena,2013,98 ,"Biography, Comedy, Drama",7.6,77,102019,$37.71M,"A world-weary political journalist picks up the story of a woman's search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent."
782,The Broken Circle Breakdown,2012,111 ,"Drama, Music, Romance",7.7,70,42038,$0.18M,"Elise and Didier fall in love at first sight, in spite of their differences. He talks, she listens. He's a romantic atheist, she's a religious realist. When their daughter becomes seriously ill, their love is put on trial."
783,Scarface,1932,93 ,"Action, Crime, Drama",7.7,90,29111,,"An ambitious and nearly insane violent gangster climbs the ladder of success in the mob, but his weaknesses prove to be his downfall."
784,Farewell My Concubine,1993,171 ,"Drama, Music, Romance",8.1,83,30881,$5.22M,Two boys meet at an opera training school in Peking in 1924. Their resulting friendship will span nearly 70 years and will endure some of the most troublesome times in China's history.
785,The General,1926,67 ,"Action, Adventure, Comedy",8.1,0,93927,$1.03M,"After being rejected by the Confederate military, not realizing it was due to his crucial civilian role, an engineer must single-handedly recapture his beloved locomotive after it is seized by Union spies and return it through enemy lines."
786,The Lunchbox,2013,104 ,"Drama, Romance",7.8,76,58188,$4.23M,A mistaken delivery in Mumbai's famously efficient lunchbox delivery system connects a young housewife to an older man in the dusk of his life as they build a fantasy world together through notes in the lunchbox.
787,I Remember,1973,123 ,"Comedy, Drama",7.9,0,45129,$0.58M,A series of comedic and nostalgic vignettes set in a 1930s Italian coastal town.
788,Laura,1944,88 ,"Drama, Film-Noir, Mystery",7.9,0,49147,$4.36M,A police detective falls in love with the woman whose murder he is investigating.
789,Bajrangi Bhaijaan,2015,163 ,"Action, Adventure, Comedy",8.1,0,91980,$8.18M,An Indian man with a magnanimous heart takes a young mute Pakistani girl back to her homeland to reunite her with her family.
790,Children of Heaven,1997,89 ,"Drama, Family, Sport",8.2,77,76743,$0.93M,"After a boy loses his sister's pair of shoes, he goes on a series of adventures in order to find them. When he can't, he tries a new way to ""win"" a new pair."
791,The Red Shoes,1948,135 ,"Drama, Music, Romance",8.1,0,36866,$10.90M,A young ballet dancer is torn between the man she loves and her pursuit to become a prima ballerina.
792,Lagaan: Once Upon a Time in India,2001,224 ,"Drama, Musical, Sport",8.1,84,116973,$0.07M,The people of a small village in Victorian India stake their future on a game of cricket against their ruthless British rulers.
793,His Girl Friday,1940,92 ,"Comedy, Drama, Romance",7.8,0,60867,$0.30M,A newspaper editor uses every trick in the book to keep his ace reporter ex-wife from remarrying.
794,My Sassy Girl,2001,137 ,"Comedy, Drama, Romance",8.0,0,49304,,"A young man sees a drunk, cute woman standing too close to the tracks at a metro station in Seoul and pulls her back. She ends up getting him into trouble repeatedly after that, starting on the train."
795,Hard Boiled,1992,128 ,"Action, Crime, Thriller",7.7,0,52153,,A tough-as-nails cop teams up with an undercover agent to shut down a sinister mobster and his crew.
796,Andrei Rublev,1966,205 ,"Biography, Drama, History",8.1,0,55213,$0.10M,"The life, times and afflictions of the fifteenth-century Russian iconographer St. Andrei Rublev."
797,Lilya 4-Ever,2002,109 ,"Crime, Drama",7.8,83,47189,$0.18M,"Sixteen-year-old Lilja and her only friend, the young boy Volodja, live in Russia, fantasizing about a better life. One day, Lilja falls in love with Andrej, who is going to Sweden, and invites Lilja to come along and start a new life."
798,My Name Is Khan,2010,165 ,"Adventure, Drama, Romance",7.9,50,110917,$4.02M,An Indian Muslim man with Asperger's syndrome takes a challenge to speak to the President of the United States seriously and embarks on a cross-country journey.
799,Head-On,2004,121 ,"Drama, Romance",7.9,78,55847,,"With the intention to break free from the strict familial restrictions, a suicidal young woman sets up a marriage of convenience with a forty-year-old addict, an act that will lead to an outburst of envious love."
800,A Woman Under the Influence,1974,155 ,"Drama, Romance",8.1,88,26788,$13.34M,"Although wife and mother Mabel is loved by her husband Nick, her mental illness places a strain on the marriage."
801,Le Samouraï,1967,101 ,"Crime, Drama, Thriller",8.0,0,53657,$0.04M,After professional hitman Jef Costello is seen by witnesses his efforts to provide himself an alibi drive him further into a corner.
802,Hedwig and the Angry Inch,2001,95 ,"Comedy, Drama, Music",7.7,85,36508,$3.03M,A gender-queer punk-rock singer from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.
803,The Wages of Fear,1953,131 ,"Adventure, Drama, Thriller",8.2,85,63206,#196,"In a decrepit South American village, four men are hired to transport an urgent nitroglycerine shipment without the equipment that would make it safe."
804,Kal Ho Naa Ho,2003,186 ,"Comedy, Drama, Musical",7.9,54,71905,$1.79M,"Naina, an introverted, perpetually depressed girl's life changes when she meets Aman. But Aman has a secret of his own which changes their lives forever. Embroiled in all this is Rohit, Naina's best friend who conceals his love for her."
805,A Very Long Engagement,2004,133 ,"Drama, Mystery, Romance",7.6,76,74843,$6.17M,"Tells the story of a young woman's relentless search for her fiancé, who has disappeared from the trenches of the Somme during World War One."
806,The Tale of The Princess Kaguya,2013,137 ,"Animation, Drama, Family",8.0,89,49740,$1.51M,"Found inside a shining stalk of bamboo by an old bamboo cutter and his wife, a tiny girl grows rapidly into an exquisite young lady. The mysterious young princess enthralls all who encounter her, but ultimately she must confront her fate, the punishment for her crime."
807,K.G.F: Chapter 2,2022,168 ,"Action, Crime, Drama",8.3,0,139710,$6.60M,"In the blood-soaked Kolar Gold Fields, Rocky's name strikes fear into his foes. While his allies look up to him, the government sees him as a threat to law and order. Rocky must battle threats from all sides for unchallenged supremacy."
808,Vikram,2022,175 ,"Action, Crime, Thriller",8.3,0,63909,,"A high-octane action film where a special investigator is assigned a case of serial Killings, he finds the case is not what it seems to be and leading down this path is only going to end in a war between everyone involved."
809,Control,2007,122 ,"Biography, Drama, Music",7.6,78,66981,$0.87M,"A profile of Ian Curtis, the enigmatic singer of Joy Division whose personal, professional, and romantic troubles led him to commit suicide at the age of 23."
810,Elite Squad,2007,115 ,"Action, Crime, Drama",8.0,33,106770,$0.01M,"In 1997 Rio de Janeiro, Captain Nascimento has to find a substitute for his position while trying to take down drug dealers and criminals before the Pope visits."
811,The Breadwinner,2017,94 ,"Animation, Drama, Family",7.7,78,27055,$0.31M,"In 2001, Afghanistan is under the control of the Taliban. When her father is captured, a determined young girl disguises herself as a boy in order to provide for her family."
812,In Cold Blood,1967,134 ,"Biography, Crime, Drama",7.9,89,27703,,"Two ex-cons murder a family in a robbery attempt, before going on the run from the authorities. The police try to piece together the details of the murder in an attempt to track down the killers."
813,Sholay,1975,162 ,"Action, Adventure, Comedy",8.1,0,57094,,"After his family is murdered by a notorious and ruthless bandit, a former police officer enlists the services of two outlaws to capture the bandit."
814,The Motorcycle Diaries,2004,126 ,"Adventure, Biography, Drama",7.7,75,102996,$16.78M,The dramatization of a motorcycle road trip Che Guevara went on in his youth that showed him his life's calling.
815,The Sea Inside,2004,126 ,"Biography, Drama",8.0,74,83451,$2.09M,"The factual story of Spaniard Ramon Sampedro, who fought a 28-year campaign in favor of euthanasia and his own right to die."
816,Kagemusha,1980,162 ,"Drama, History, War",7.9,84,36845,,A petty thief with an utter resemblance to a samurai warlord is hired as the lord's double. When the warlord later dies the thief is forced to take up arms in his place.
817,Black Narcissus,1947,101 ,Drama,7.7,86,26199,,"A group of nuns struggle to establish a convent in the Himalayas, while isolation, extreme weather, altitude, and culture clashes all conspire to drive the well-intentioned missionaries mad."
818,Song of the Sea,2014,93 ,"Animation, Adventure, Drama",8.0,85,60623,$0.86M,"Ben, a young Irish boy, and his little sister Saoirse, a girl who can turn into a seal, go on an adventure to free the fairies and save the spirit world."
819,Harvey,1950,104 ,"Comedy, Drama, Fantasy",7.9,0,56828,,"Due to his insistence that he has an invisible six foot-tall rabbit for a best friend, a whimsical middle-aged man is thought by his family to be insane - but he may be wiser than anyone knows."
820,Persepolis,2007,96 ,"Animation, Biography, Drama",8.0,90,97151,$4.45M,A precocious and outspoken Iranian girl grows up during the Islamic Revolution.
821,Rocketry: The Nambi Effect,2022,157 ,"Biography, Drama",8.8,0,53525,,"Based on the life of Indian Space Research Organization scientist Nambi Narayanan, who was framed for being a spy and arrested in 1994. Though free, he continues to fight for justice against the officials who falsely implicated him."
822,The Umbrellas of Cherbourg,1964,91 ,"Drama, Musical, Romance",7.8,86,29189,$0.03M,A young woman separated from her lover by war faces a life-altering decision.
823,Mr. Smith Goes to Washington,1939,129 ,"Comedy, Drama",8.1,73,117656,$9.60M,"A naive youth leader is appointed to fill a vacancy in the U.S. Senate. His idealistic plans promptly collide with corruption at home and subterfuge from his hero in Washington, but he tries to forge ahead despite attacks on his character."
824,Yi Yi: A One and a Two...,2000,173 ,"Drama, Romance",8.1,94,26263,$1.14M,Each member of a middle-class Taipei family seeks to reconcile past and present relationships within their daily lives.
825,Frost/Nixon,2008,122 ,"Biography, Drama, History",7.7,80,110218,$18.59M,A dramatic retelling of the post-Watergate television interviews between British talk-show host David Frost and former president Richard Nixon.
826,Shine,1996,105 ,"Biography, Drama, Music",7.6,87,55322,$35.81M,"Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim."
827,Hannah and Her Sisters,1986,107 ,"Comedy, Drama",7.8,90,73461,$40.08M,"Between two Thanksgivings two years apart, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly."
828,The Conformist,1970,113 ,Drama,7.9,100,32052,$0.54M,"A weak-willed Italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher, now a political dissident."
829,The Diving Bell and the Butterfly,2007,112 ,"Biography, Drama",8.0,92,108920,$5.99M,The true story of Elle editor Jean-Dominique Bauby who suffers a stroke and has to live with an almost totally paralyzed body; only his left eye isn't paralyzed.
830,Brief Encounter,1945,86 ,"Drama, Romance",8.0,92,41893,,"Meeting a stranger in a railway station, a woman is tempted to cheat on her husband."
831,"4 Months, 3 Weeks and 2 Days",2007,113 ,Drama,7.9,97,61888,$1.19M,A woman assists her friend in arranging an illegal abortion in 1980s Romania.
832,The Bride of Frankenstein,1935,75 ,"Drama, Horror, Sci-Fi",7.8,95,50553,$4.36M,"Mary Shelley reveals the main characters of her novel survived: Dr. Frankenstein, goaded by an even madder scientist, builds his monster a mate."
833,Swades,2004,189 ,"Drama, Musical",8.2,0,93655,$1.22M,A successful Indian scientist returns to an Indian village to take his nanny to America with him and in the process rediscovers his roots.
834,The Thin Man,1934,91 ,"Comedy, Crime, Mystery",7.9,86,31313,,"Former detective Nick Charles and his wealthy wife Nora investigate a murder case, mostly for the fun of it."
835,777 Charlie,2022,164 ,"Adventure, Comedy, Drama",8.8,0,34891,,Dharma is stuck in a rut with his negative and lonely lifestyle and spends each day in the comfort of his loneliness. A pup named Charlie enters his life and gives him a new perspective towards it.
836,The Passion of Joan of Arc,1928,114 ,"Biography, Drama, History",8.2,98,57326,$0.02M,"In 1431, Jeanne d'Arc is placed on trial on charges of heresy. The ecclesiastical jurists attempt to force Jeanne to recant her claims of holy visions."
837,The Kid,1921,68 ,"Comedy, Drama, Family",8.3,0,129379,$5.45M,"The Tramp cares for an abandoned child, but events put their relationship in jeopardy."
838,The Gold Rush,1925,95 ,"Adventure, Comedy, Drama",8.1,0,113948,$5.45M,"A prospector goes to the Klondike during the 1890s gold rush in hopes of making his fortune, and is smitten with a girl he sees in a dance hall."
839,The Sacrifice,1986,149 ,Drama,7.9,0,29576,$0.30M,"At the dawn of World War III, a man searches for a way to restore peace to the world and finds he must give something in return."
840,Barfi!,2012,151 ,"Comedy, Drama, Romance",8.1,0,84076,$2.80M,Three young people learn that love can neither be defined nor contained by society's definition of normal and abnormal.
841,"Quo Vadis, Aida?",2020,101 ,"Drama, History, War",8.0,97,35895,,"Aida is a translator for the UN in the small town of Srebrenica. When the Serbian army takes over the town, her family is among the thousands of citizens looking for shelter in the UN camp."
842,A Prophet,2009,155 ,"Crime, Drama",7.8,90,100249,$2.08M,A young Algerian man is sent to a French prison.
843,The Way He Looks,2014,96 ,"Drama, Romance",7.9,71,26488,$0.10M,"Leonardo is a blind teenager searching for independence. His everyday life, the relationship with his best friend Giovana, and the way he sees the world change completely with the arrival of Gabriel."
844,You Can't Take It with You,1938,126 ,"Comedy, Drama, Romance",7.8,0,26800,$4.66M,"The son of a snobbish Wall Street banker becomes engaged to a woman from a good-natured but decidedly eccentric family, not realizing that his father is trying to force her family from their home for a real estate development."
845,To Be or Not to Be,1942,99 ,"Comedy, Romance, War",8.2,86,39689,#230,"During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy."
846,The Lost Weekend,1945,101 ,"Drama, Film-Noir",7.9,0,38686,$9.46M,The desperate life of a chronic alcoholic is followed through a four-day drinking bout.
847,Nostalghia,1983,125 ,Drama,8.0,0,28456,$0.01M,"A Russian poet and his interpreter travel to Italy researching the life of an 18th-century composer, and instead meet a ruminative madman who tells the poet how the world may be saved."
848,The Message,1976,177 ,"Biography, Drama, History",8.1,0,49039,,This epic historical drama chronicles the life and times of Prophet Muhammad and serves as an introduction to early Islamic history.
849,Wolf Children,2012,117 ,"Animation, Drama, Family",8.1,71,46934,,"After her werewolf lover unexpectedly dies in an accident while hunting for food for their children, a young woman must find ways to raise the werewolf son and daughter that she had with him while keeping their trait hidden from society."
850,The Man Who Would Be King,1975,129 ,"Adventure, War",7.8,91,50512,,"Two former British soldiers in 1880s India decide to set themselves up as Kings in Kafiristan, a land where no white man has set foot since Alexander the Great."
851,The Battle of Algiers,1966,121 ,"Drama, War",8.1,96,62461,$0.06M,"In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government."
852,Pather Panchali,1955,125 ,Drama,8.2,0,35053,$0.54M,"Impoverished priest Harihar Ray, dreaming of a better life for himself and his family, leaves his rural Bengal village in search of work."
853,Baahubali 2: The Conclusion,2017,167 ,"Action, Drama",8.2,0,106792,$20.19M,"When Shiva, the son of Bahubali, learns about his heritage, he begins to look for answers. His story is juxtaposed with past events that unfolded in the Mahishmati Kingdom."
854,Elevator to the Gallows,1958,91 ,"Crime, Drama, Thriller",7.9,94,27116,$0.11M,"A self-assured businessman murders his employer, the husband of his mistress, which unintentionally provokes an ill-fated chain of events."
855,Cowboy Bebop: The Movie,2001,115 ,"Animation, Action, Crime",7.8,61,50688,$1.00M,"A terrorist explosion releases a deadly virus on the masses, and it's up to the bounty-hunting Bebop crew to catch the cold-blooded culprit."
856,Evil,2003,113 ,Drama,7.7,61,40119,$0.02M,"A teenage boy expelled from school for fighting arrives at a boarding school where the systematic bullying of younger students is encouraged as a means to maintain discipline, and decides to fight back."
857,Taste of Cherry,1997,95 ,Drama,7.7,80,33363,$0.31M,An Iranian man drives his car in search of someone who will quietly bury him under a cherry tree after he commits suicide.
858,The Asphalt Jungle,1950,112 ,"Crime, Drama, Film-Noir",7.8,85,28536,,"A major heist goes off as planned, but then double crosses, bad luck and solid police work cause everything to unravel."
859,The Salesman,2016,124 ,"Drama, Thriller",7.7,85,62465,$2.40M,"While Ranaa and Emad, a married couple, are participating in a production of ""Death of a Salesman,"" she is assaulted in their new home, which leaves him determined to find the perpetrator over his wife's traumatized objections."
860,In a Lonely Place,1950,94 ,"Drama, Film-Noir, Mystery",7.9,0,33159,,"A potentially violent screenwriter is a murder suspect until his lovely neighbor clears him. However, she soon starts to have her doubts."
861,The Discreet Charm of the Bourgeoisie,1972,102 ,Comedy,7.8,93,44907,$0.20M,"A surreal, virtually plotless series of dreams centered around six middle-class people and their consistently interrupted attempts to have a meal together."
862,The Triplets of Belleville,2003,80 ,"Animation, Adventure, Comedy",7.7,91,55736,$7.00M,"When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters--an aged song-and-dance team from the days of Fred Astaire--to rescue him."
863,Cries & Whispers,1972,91 ,Drama,8.0,0,35474,$1.74M,"When a woman dying of cancer in early twentieth-century Sweden is visited by her two sisters, long-repressed feelings between the siblings rise to the surface."
864,Wait Until Dark,1967,108 ,Thriller,7.7,81,32084,$17.55M,A recently blinded woman is terrorized by a trio of thugs while they search for a heroin-stuffed doll they believe is in her apartment.
865,La strada,1954,108 ,Drama,8.0,0,64840,,"A care-free girl is sold to a traveling entertainer, consequently enduring physical and emotional pain along the way."
866,The Lady Vanishes,1938,96 ,"Mystery, Thriller",7.8,98,54812,,"While travelling in continental Europe, a rich young playgirl realizes that an elderly lady seems to have disappeared from the train."
867,Dilwale Dulhania Le Jayenge,1995,181 ,"Drama, Romance",8.0,0,73006,,"When Raj meets Simran in Europe, it isn't love at first sight but when Simran moves to India for an arranged marriage, love makes its presence felt."
868,Confessions,2010,106 ,"Drama, Thriller",7.7,0,40553,,A psychological thriller of a grieving mother turned cold-blooded avenger with a twisty master plan to pay back those who were responsible for her daughter's death.
869,Diabolique,1955,117 ,"Crime, Drama, Horror",8.1,0,67416,$1.09M,The wife and mistress of a loathed school principal plan to murder him with what they believe is the perfect alibi.
870,Down by Law,1986,107 ,"Comedy, Crime, Drama",7.7,75,53317,$1.44M,"Two men are framed and sent to jail, where they meet a murderer who helps them escape and leave the state."
871,The Experiment,2001,120 ,"Drama, Thriller",7.7,60,94990,$0.14M,"For two weeks, 20 male participants are hired to play prisoners and guards in a prison. The ""prisoners"" have to follow seemingly mild rules, and the ""guards"" are told to retain order without using physical violence."
